ph,turbidity,dissolved_oxygen,temperature,rainfall,humidity,population_density,sanitation_index,bacterial_count,ecoli_count,chlorine_level,water_source,region_type,season,previous_cases,disease_risk,waterborne_disease
7.03,1.39,8.5,23.97,22.14,50.87,128.0,90.92,35.0,15.0,1.539,Tap,Semi-Urban,Winter,2,Low,No Disease - Water is Safe
7.29,9.43,6.71,22.57,159.24,60.18,2446.0,47.97,378.0,43.0,0.62,Lake,Semi-Urban,Summer,22,Medium,Giardiasis
7.21,3.11,8.15,19.19,70.09,67.62,1109.0,67.66,76.0,16.0,1.947,Tap,Urban,Winter,1,Low,Safe for Consumption
6.99,10.17,6.06,25.4,140.51,86.18,354.0,40.07,440.0,51.0,0.804,Lake,Coastal,Spring,19,Medium,Giardiasis
7.06,3.12,9.2,18.45,8.38,52.09,602.0,79.38,305.0,3.0,1.085,Tap,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
6.94,0.54,7.83,20.92,3.29,56.51,115.0,66.96,349.0,4.0,1.591,Groundwater,Semi-Urban,Winter,1,Low,No Disease - Water is Safe
7.06,14.65,6.13,24.93,116.48,54.83,831.0,50.42,293.0,24.0,0.836,Lake,Coastal,Summer,23,Medium,Hepatitis A
6.05,14.55,6.27,19.49,52.49,57.79,1477.0,35.34,456.0,39.0,0.627,River,Semi-Urban,Spring,17,Medium,Typhoid
6.88,10.41,7.36,28.97,111.12,68.0,2563.0,54.46,286.0,44.0,0.095,Well,Semi-Urban,Summer,13,Medium,Diarrhea
7.71,1.77,9.58,19.28,202.68,55.69,50.0,91.93,70.0,1.0,1.469,Tap,Semi-Urban,Spring,5,Low,Safe for Consumption
6.91,5.79,9.47,28.82,23.77,77.28,50.0,86.37,24.0,4.0,1.327,Groundwater,Urban,Spring,4,Low,Safe for Consumption
7.62,4.09,8.44,24.7,41.35,47.31,492.0,75.84,59.0,3.0,1.262,Tap,Semi-Urban,Spring,1,Low,No Disease - Water is Safe
9.71,37.86,3.98,36.96,181.58,69.06,9919.0,39.35,1649.0,86.0,0.123,River,Rural,Monsoon,50,High,E. coli Infection
5.13,74.07,3.32,33.19,731.56,94.09,5314.0,23.44,1566.0,148.0,0.19,Pond,Rural,Monsoon,50,High,Dysentery
7.26,16.68,6.55,31.66,144.69,71.43,953.0,60.45,396.0,27.0,0.564,Lake,Semi-Urban,Spring,14,Medium,Hepatitis A
7.7,16.7,6.96,22.12,151.83,78.77,1029.0,53.93,490.0,34.0,0.979,Well,Coastal,Summer,21,Medium,Diarrhea
9.72,65.06,3.6,34.9,726.19,86.3,6075.0,29.28,1195.0,30.0,0.295,Pond,Rural,Monsoon,62,High,Cryptosporidiosis
7.4,2.6,8.64,21.7,9.47,41.84,76.0,71.54,219.0,0.0,1.32,Groundwater,Urban,Winter,3,Low,No Disease - Water is Safe
6.73,1.82,7.17,25.39,46.88,43.77,774.0,77.6,44.0,3.0,1.629,Groundwater,Urban,Winter,1,Low,No Disease - Water is Safe
6.61,18.36,6.24,25.44,194.46,70.18,1310.0,69.6,379.0,37.0,0.685,River,Semi-Urban,Summer,13,Medium,Giardiasis
7.59,1.7,9.06,23.04,46.38,55.24,468.0,78.85,51.0,10.0,1.816,Groundwater,Urban,Winter,1,Low,No Disease - Water is Safe
5.25,51.98,4.46,31.23,456.89,86.87,6188.0,35.58,619.0,149.0,0.216,Pond,Rural,Summer,42,High,Hepatitis E
8.94,91.22,3.78,34.99,394.48,77.82,3197.0,36.24,953.0,163.0,0.041,Pond,Rural,Summer,49,High,Cholera
5.36,37.8,3.22,32.78,299.14,79.0,8991.0,42.33,1537.0,192.0,0.394,Pond,Rural,Monsoon,59,High,Cryptosporidiosis
7.37,0.15,7.72,17.76,148.65,58.11,245.0,84.38,43.0,26.0,1.432,Tap,Semi-Urban,Spring,0,Low,No Disease - Water is Safe
6.98,0.87,9.53,19.05,29.71,63.59,105.0,76.66,45.0,21.0,1.423,Tap,Urban,Spring,1,Low,Safe for Consumption
9.2,44.45,2.77,37.15,213.22,80.11,6104.0,29.82,1272.0,86.0,0.175,Well,Hilly,Monsoon,54,High,E. coli Infection
7.55,2.66,8.37,24.84,54.51,56.12,173.0,96.09,137.0,3.0,1.387,Groundwater,Urban,Winter,3,Low,No Disease - Water is Safe
5.24,30.69,4.7,34.58,186.13,89.43,4387.0,44.68,1501.0,210.0,0.18,Pond,Hilly,Monsoon,44,High,E. coli Infection
7.03,3.3,8.49,23.3,11.45,49.48,255.0,62.8,2.0,19.0,1.412,Tap,Semi-Urban,Winter,1,Low,No Disease - Water is Safe
7.55,3.47,8.52,20.95,3.61,57.95,1343.0,67.88,103.0,14.0,1.26,Tap,Semi-Urban,Winter,3,Low,No Disease - Water is Safe
5.61,20.21,3.02,36.97,196.79,63.99,5904.0,34.98,1059.0,171.0,0.227,Pond,Coastal,Summer,53,High,Cholera
6.69,11.0,5.01,21.92,240.7,99.42,504.0,73.04,320.0,56.0,0.791,River,Rural,Spring,19,Medium,Hepatitis A
7.76,3.67,8.69,17.5,130.65,56.26,891.0,86.52,34.0,3.0,1.32,Tap,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
5.25,31.78,2.48,35.78,326.16,68.3,1096.0,37.41,1385.0,187.0,0.065,Well,Coastal,Monsoon,48,High,E. coli Infection
7.51,3.59,9.5,23.55,175.56,49.73,567.0,79.57,43.0,31.0,1.023,Lake,Urban,Spring,4,Low,No Disease - Water is Safe
7.1,0.33,9.14,17.01,84.51,68.43,338.0,70.15,19.0,4.0,1.825,Tap,Urban,Winter,6,Low,No Disease - Water is Safe
7.0,3.6,8.68,18.64,62.72,48.5,50.0,60.89,108.0,8.0,1.415,Tap,Urban,Winter,4,Low,No Disease - Water is Safe
6.67,16.96,5.76,31.86,138.35,77.77,1268.0,45.15,373.0,52.0,0.863,River,Semi-Urban,Summer,20,Medium,Hepatitis A
6.98,10.69,7.46,33.08,132.85,64.12,4061.0,53.68,419.0,48.0,1.05,Well,Rural,Summer,21,Medium,Giardiasis
6.73,6.93,5.0,25.35,180.51,42.25,777.0,65.06,485.0,41.0,0.832,River,Coastal,Summer,14,Medium,Hepatitis A
9.13,40.92,4.6,31.76,231.13,55.78,3988.0,29.11,676.0,200.0,0.171,River,Rural,Monsoon,49,High,Cryptosporidiosis
8.84,89.41,3.11,26.7,313.26,85.89,3174.0,20.76,1143.0,162.0,0.209,Pond,Rural,Summer,53,High,E. coli Infection
7.5,11.35,6.39,26.19,90.14,79.86,799.0,46.81,600.0,27.0,0.625,Lake,Coastal,Spring,27,Medium,Giardiasis
7.09,10.82,6.14,34.21,215.97,61.93,7777.0,56.06,473.0,37.0,0.823,River,Coastal,Summer,19,Medium,Hepatitis A
6.91,2.62,8.79,20.9,9.33,42.2,50.0,81.48,53.0,6.0,1.061,Lake,Semi-Urban,Spring,3,Low,Safe for Consumption
7.02,1.09,8.94,24.26,53.77,53.09,50.0,78.64,146.0,3.0,0.9,Lake,Urban,Winter,2,Low,Safe for Consumption
6.79,0.47,8.07,25.14,51.58,71.02,55.0,78.06,30.0,5.0,1.759,Groundwater,Urban,Spring,7,Low,Safe for Consumption
6.86,6.87,8.47,23.19,12.79,50.72,448.0,79.41,65.0,5.0,1.176,Tap,Urban,Spring,1,Low,Safe for Consumption
6.91,13.54,3.53,23.55,144.65,57.47,677.0,59.23,403.0,54.0,0.744,Well,Semi-Urban,Summer,10,Medium,Giardiasis
7.38,13.13,6.3,34.05,177.56,40.99,873.0,65.45,413.0,28.0,0.562,River,Coastal,Spring,11,Medium,Hepatitis A
5.68,21.34,2.4,32.58,163.63,81.94,1374.0,32.63,1232.0,171.0,0.162,River,Rural,Monsoon,51,High,Cryptosporidiosis
7.18,1.8,8.91,22.5,7.81,43.5,567.0,73.16,35.0,2.0,1.418,Groundwater,Semi-Urban,Winter,2,Low,No Disease - Water is Safe
7.35,18.56,5.71,30.39,161.68,57.41,1323.0,64.41,385.0,24.0,0.797,River,Coastal,Summer,14,Medium,Diarrhea
7.01,8.37,5.88,29.24,168.64,72.1,942.0,49.44,413.0,46.0,0.706,Lake,Semi-Urban,Summer,19,Medium,Giardiasis
7.41,7.46,5.47,25.94,125.34,57.27,2595.0,55.05,414.0,49.0,0.635,Lake,Semi-Urban,Summer,12,Medium,Typhoid
5.41,28.99,4.21,31.34,490.96,88.0,5820.0,56.31,309.0,208.0,0.081,Well,Rural,Monsoon,57,High,E. coli Infection
6.85,0.95,9.11,23.79,52.29,48.42,568.0,70.75,47.0,8.0,1.721,Groundwater,Urban,Spring,4,Low,No Disease - Water is Safe
7.65,0.63,7.75,23.02,12.1,54.53,1130.0,80.12,92.0,8.0,1.759,Tap,Semi-Urban,Spring,2,Low,No Disease - Water is Safe
4.78,38.96,2.58,34.52,376.01,77.13,4587.0,33.74,1562.0,113.0,0.147,River,Rural,Monsoon,43,High,Dysentery
7.54,0.55,9.66,26.56,5.34,50.05,195.0,75.94,314.0,1.0,0.999,Tap,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
5.36,25.12,3.28,35.79,459.64,69.39,1269.0,39.51,1698.0,159.0,0.216,Pond,Rural,Monsoon,57,High,Dysentery
7.09,3.28,9.36,26.55,10.99,64.22,475.0,85.81,232.0,0.0,2.111,Lake,Urban,Spring,1,Low,No Disease - Water is Safe
7.56,10.27,6.52,27.37,122.55,87.95,1117.0,44.25,193.0,47.0,0.838,Lake,Coastal,Summer,16,Medium,Diarrhea
9.52,29.84,4.05,31.61,239.97,85.17,2659.0,35.65,2057.0,73.0,0.206,Well,Rural,Monsoon,40,High,Cryptosporidiosis
6.53,3.63,8.6,26.03,60.03,56.81,271.0,78.54,142.0,5.0,1.385,Tap,Semi-Urban,Winter,5,Low,Safe for Consumption
6.68,1.54,7.53,24.91,3.28,39.3,988.0,83.57,48.0,12.0,1.172,Tap,Semi-Urban,Winter,3,Low,No Disease - Water is Safe
6.72,8.98,4.72,25.9,171.62,55.32,656.0,69.29,404.0,50.0,0.532,River,Semi-Urban,Spring,18,Medium,Diarrhea
4.71,99.67,3.74,32.99,223.34,70.85,5175.0,21.0,1411.0,240.0,0.195,Pond,Hilly,Summer,60,High,Dysentery
6.95,1.96,7.51,18.72,98.13,44.17,61.0,93.16,251.0,17.0,1.5,Tap,Urban,Winter,3,Low,No Disease - Water is Safe
5.23,45.38,3.62,30.48,329.88,68.52,1550.0,20.7,1670.0,191.0,0.219,River,Coastal,Monsoon,51,High,Cryptosporidiosis
7.25,0.74,8.0,18.12,80.33,52.09,260.0,84.75,136.0,5.0,1.253,Lake,Urban,Winter,4,Low,Safe for Consumption
8.96,28.52,4.76,37.59,174.99,86.79,1447.0,22.23,632.0,90.0,0.362,River,Hilly,Monsoon,53,High,Cholera
6.69,3.02,6.35,32.12,74.5,74.95,591.0,54.83,430.0,56.0,0.514,Lake,Rural,Spring,21,Medium,Diarrhea
9.07,66.79,3.15,36.21,166.41,90.58,5358.0,24.04,1901.0,199.0,0.166,River,Coastal,Monsoon,52,High,Cryptosporidiosis
6.95,2.49,7.44,25.18,56.15,73.75,319.0,73.3,53.0,7.0,1.559,Groundwater,Urban,Winter,1,Low,No Disease - Water is Safe
9.38,27.26,4.18,32.87,403.43,60.78,1239.0,40.59,1609.0,123.0,0.248,River,Rural,Summer,48,High,Cryptosporidiosis
5.4,48.08,3.16,30.83,448.49,77.94,8265.0,26.54,1797.0,198.0,0.336,Pond,Rural,Summer,37,High,Dysentery
7.37,3.01,9.08,20.98,21.01,53.52,660.0,83.43,288.0,33.0,1.285,Lake,Urban,Winter,5,Low,No Disease - Water is Safe
7.07,6.51,6.38,27.44,146.33,90.08,5169.0,62.13,339.0,28.0,0.656,River,Rural,Spring,25,Medium,Giardiasis
6.63,2.83,6.34,38.51,148.66,55.2,487.0,66.13,457.0,47.0,0.537,River,Semi-Urban,Spring,14,Medium,Typhoid
8.67,27.17,2.99,28.3,169.93,71.45,1190.0,29.17,1518.0,130.0,0.244,Well,Rural,Monsoon,53,High,Hepatitis E
7.03,1.47,7.89,23.78,91.82,75.77,50.0,91.74,52.0,3.0,1.734,Groundwater,Urban,Winter,3,Low,No Disease - Water is Safe
7.76,3.19,6.73,22.24,104.31,67.95,312.0,41.69,445.0,37.0,0.757,River,Rural,Spring,14,Medium,Hepatitis A
5.75,10.47,6.65,32.61,135.01,85.95,2284.0,75.84,369.0,62.0,0.895,Lake,Coastal,Summer,17,Medium,Typhoid
6.74,10.2,6.11,31.45,148.43,72.0,135.0,53.42,463.0,47.0,0.525,Lake,Semi-Urban,Summer,17,Medium,Giardiasis
9.58,27.2,3.75,34.03,800.11,80.4,2988.0,53.57,1353.0,57.0,0.367,River,Rural,Monsoon,47,High,Dysentery
7.12,12.86,8.67,23.83,91.02,57.64,901.0,79.31,18.0,16.0,1.371,Tap,Semi-Urban,Winter,2,Low,Safe for Consumption
10.0,37.59,2.84,38.54,176.84,81.23,2859.0,21.01,1205.0,60.0,0.166,River,Hilly,Monsoon,49,High,E. coli Infection
7.22,10.03,7.04,25.78,136.57,66.35,991.0,55.32,315.0,47.0,0.917,Lake,Rural,Summer,13,Medium,Typhoid
7.7,3.49,9.24,25.76,19.3,44.75,441.0,91.84,267.0,1.0,1.236,Tap,Urban,Winter,2,Low,No Disease - Water is Safe
6.9,13.88,4.92,27.46,235.48,69.13,1898.0,45.0,366.0,39.0,0.707,Lake,Semi-Urban,Spring,16,Medium,Typhoid
7.89,15.61,6.22,24.33,88.38,77.86,2288.0,48.04,431.0,13.0,1.024,River,Semi-Urban,Summer,20,Medium,Diarrhea
6.87,2.48,9.7,22.84,9.48,43.85,72.0,77.64,11.0,17.0,1.43,Groundwater,Urban,Winter,6,Low,No Disease - Water is Safe
7.37,11.72,5.65,28.44,46.64,70.32,1860.0,25.97,617.0,67.0,0.882,Well,Semi-Urban,Spring,20,Medium,Hepatitis A
7.71,2.77,8.26,20.47,21.06,54.21,235.0,77.88,350.0,14.0,1.334,Lake,Semi-Urban,Winter,5,Low,Safe for Consumption
7.49,6.78,8.66,27.03,36.8,67.62,246.0,69.97,31.0,2.0,1.538,Groundwater,Semi-Urban,Winter,3,Low,No Disease - Water is Safe
5.98,11.11,6.48,31.76,182.03,69.67,1514.0,47.68,315.0,57.0,0.644,Lake,Semi-Urban,Spring,9,Medium,Giardiasis
6.44,11.91,6.52,30.73,187.63,60.28,859.0,51.12,376.0,65.0,0.544,Lake,Coastal,Summer,21,Medium,Diarrhea
6.05,12.54,6.95,22.56,147.68,69.19,468.0,51.62,281.0,33.0,0.508,Lake,Rural,Summer,29,Medium,Typhoid
7.69,0.55,8.92,18.75,55.75,54.85,151.0,78.21,28.0,16.0,1.371,Tap,Urban,Winter,3,Low,No Disease - Water is Safe
6.64,11.69,9.61,22.99,38.54,60.07,372.0,75.4,119.0,5.0,1.22,Groundwater,Semi-Urban,Spring,3,Low,Safe for Consumption
7.02,0.87,8.2,21.12,6.65,42.84,1091.0,74.36,59.0,15.0,1.807,Tap,Urban,Spring,3,Low,Safe for Consumption
7.41,6.95,6.91,21.48,9.84,44.29,50.0,73.05,102.0,6.0,1.567,Groundwater,Urban,Spring,4,Low,Safe for Consumption
7.5,3.96,8.07,26.62,47.4,59.44,74.0,80.0,108.0,17.0,1.741,Groundwater,Urban,Winter,5,Low,No Disease - Water is Safe
5.13,81.95,1.94,35.29,153.49,86.79,4260.0,30.77,1558.0,59.0,0.213,Pond,Coastal,Monsoon,50,High,E. coli Infection
7.2,1.87,9.62,22.27,26.98,74.32,3166.0,82.29,174.0,9.0,1.174,Groundwater,Urban,Spring,4,Low,No Disease - Water is Safe
7.64,5.17,9.98,18.23,32.36,47.86,698.0,71.23,34.0,1.0,1.556,Groundwater,Urban,Winter,2,Low,Safe for Consumption
5.83,127.56,3.17,33.84,322.31,84.52,1947.0,14.51,1550.0,175.0,0.175,Pond,Hilly,Summer,38,High,Cryptosporidiosis
7.05,1.79,7.91,20.03,30.52,55.1,595.0,75.12,15.0,5.0,1.624,Groundwater,Urban,Spring,4,Low,No Disease - Water is Safe
7.9,19.07,6.17,32.25,127.34,69.74,2579.0,65.73,641.0,54.0,0.836,River,Semi-Urban,Summer,26,Medium,Giardiasis
5.44,83.23,3.08,34.95,187.37,87.61,1633.0,40.52,1762.0,199.0,0.027,Pond,Coastal,Monsoon,53,High,Hepatitis E
7.87,10.22,6.11,29.39,139.35,66.11,727.0,62.61,407.0,65.0,1.159,River,Semi-Urban,Summer,17,Medium,Hepatitis A
5.78,23.67,3.09,33.14,398.9,70.05,1585.0,27.12,2114.0,112.0,0.144,River,Rural,Monsoon,56,High,Dysentery
7.4,0.83,8.17,25.92,102.01,38.96,1016.0,85.96,97.0,37.0,1.34,Tap,Urban,Spring,5,Low,No Disease - Water is Safe
8.47,6.28,6.98,24.88,109.26,49.38,50.0,49.87,393.0,35.0,0.983,River,Rural,Spring,15,Medium,Giardiasis
6.81,10.63,6.47,23.56,194.19,68.29,327.0,48.76,316.0,74.0,0.335,River,Coastal,Summer,17,Medium,Diarrhea
4.84,49.12,3.75,32.12,209.12,80.21,3415.0,40.01,1325.0,126.0,0.041,Pond,Hilly,Monsoon,51,High,E. coli Infection
6.89,13.17,6.46,28.34,158.69,79.81,3469.0,44.93,397.0,27.0,0.537,River,Semi-Urban,Summer,12,Medium,Hepatitis A
9.27,39.86,3.16,31.62,641.08,80.64,2890.0,27.4,1033.0,174.0,0.173,River,Rural,Monsoon,58,High,Dysentery
7.17,10.85,6.52,24.57,153.06,81.37,1664.0,63.53,369.0,48.0,0.587,Lake,Coastal,Spring,16,Medium,Typhoid
8.96,37.62,3.46,37.89,773.78,76.22,7462.0,26.13,1424.0,248.0,0.132,Well,Hilly,Monsoon,54,High,Hepatitis E
7.04,8.92,6.94,21.67,93.52,82.06,932.0,57.17,428.0,58.0,0.785,Well,Coastal,Summer,21,Medium,Giardiasis
7.12,0.07,9.07,18.31,10.64,67.94,69.0,75.11,127.0,12.0,1.287,Lake,Semi-Urban,Spring,6,Low,Safe for Consumption
6.51,16.33,4.41,29.11,206.39,72.48,387.0,46.0,330.0,32.0,0.739,Well,Semi-Urban,Spring,19,Medium,Typhoid
5.69,27.37,3.94,32.84,562.45,80.21,14549.0,24.17,1272.0,80.0,0.039,Pond,Hilly,Monsoon,42,High,Hepatitis E
7.16,12.76,5.04,25.51,141.88,72.68,753.0,46.95,400.0,34.0,0.664,Lake,Coastal,Summer,12,Medium,Hepatitis A
7.55,9.31,6.15,29.22,154.29,59.07,266.0,73.36,373.0,39.0,0.468,Lake,Coastal,Summer,21,Medium,Giardiasis
9.36,68.06,3.91,34.98,388.46,81.81,1018.0,23.23,1616.0,185.0,0.188,Pond,Coastal,Monsoon,56,High,Cholera
5.71,84.01,2.25,33.83,663.9,78.38,6944.0,18.47,1945.0,77.0,0.198,River,Hilly,Monsoon,65,High,Dysentery
6.0,21.57,2.65,37.98,192.14,73.97,3168.0,56.3,1733.0,152.0,0.177,Pond,Hilly,Monsoon,38,High,Hepatitis E
5.76,6.62,5.25,25.11,151.83,66.66,743.0,55.84,250.0,40.0,0.788,River,Rural,Summer,19,Medium,Giardiasis
7.71,3.72,9.23,19.15,79.67,40.51,94.0,76.58,49.0,2.0,1.713,Lake,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
7.14,1.62,8.57,24.05,19.26,53.79,460.0,68.18,23.0,3.0,1.754,Groundwater,Urban,Winter,1,Low,Safe for Consumption
6.98,8.95,7.44,27.42,32.42,53.68,279.0,83.64,6.0,3.0,1.616,Groundwater,Semi-Urban,Winter,3,Low,No Disease - Water is Safe
7.04,0.35,7.26,24.54,87.85,44.61,50.0,74.57,33.0,16.0,1.191,Groundwater,Semi-Urban,Winter,3,Low,Safe for Consumption
6.75,3.28,9.08,16.84,35.0,56.15,260.0,84.41,81.0,1.0,1.054,Tap,Urban,Winter,1,Low,Safe for Consumption
6.47,12.7,7.11,29.86,95.42,64.83,2809.0,57.79,253.0,27.0,0.486,Lake,Semi-Urban,Summer,13,Medium,Hepatitis A
8.97,24.09,4.63,43.33,150.3,70.3,3133.0,14.17,1174.0,176.0,0.055,River,Hilly,Monsoon,41,High,Hepatitis E
9.33,20.43,3.75,32.85,169.73,67.21,5742.0,28.02,1063.0,187.0,0.134,Pond,Coastal,Monsoon,59,High,E. coli Infection
6.74,14.67,6.03,29.19,153.6,71.36,408.0,46.64,351.0,18.0,0.543,Lake,Rural,Summer,15,Medium,Typhoid
6.7,19.39,6.13,26.63,145.92,57.09,857.0,52.02,256.0,28.0,0.565,Well,Coastal,Spring,18,Medium,Diarrhea
9.83,82.72,3.79,38.47,221.49,79.97,2021.0,24.67,1965.0,97.0,0.322,River,Rural,Monsoon,42,High,Dysentery
6.03,34.33,4.31,36.95,756.25,77.36,3892.0,34.04,1267.0,212.0,0.209,Pond,Hilly,Summer,43,High,Hepatitis E
7.29,13.28,5.7,30.82,145.85,55.05,375.0,78.35,278.0,52.0,0.81,Lake,Semi-Urban,Spring,31,Medium,Typhoid
6.26,42.01,3.39,33.04,357.1,88.26,2178.0,39.91,1362.0,143.0,0.176,Pond,Hilly,Monsoon,52,High,Cholera
8.29,46.12,3.52,27.14,159.58,80.17,1220.0,30.03,1192.0,143.0,0.123,Pond,Hilly,Summer,57,High,Cholera
7.38,11.03,5.22,36.07,145.41,62.08,2767.0,63.6,533.0,29.0,0.759,Lake,Rural,Spring,9,Medium,Hepatitis A
8.99,88.87,3.65,32.28,335.22,85.35,7041.0,25.59,1173.0,18.0,0.244,Pond,Rural,Summer,66,High,Cholera
9.13,71.49,2.76,37.89,825.92,87.8,4611.0,26.5,1725.0,120.0,0.136,Well,Rural,Summer,50,High,Dysentery
6.57,18.06,5.79,25.34,185.53,64.2,1359.0,78.41,255.0,57.0,0.854,River,Coastal,Summer,12,Medium,Giardiasis
7.26,7.02,8.77,24.44,67.81,41.89,2181.0,88.96,155.0,3.0,1.03,Tap,Urban,Winter,0,Low,Safe for Consumption
7.55,3.61,8.22,24.3,40.55,61.58,907.0,77.06,23.0,5.0,1.71,Tap,Urban,Spring,1,Low,No Disease - Water is Safe
6.68,16.44,5.61,27.96,145.98,46.26,589.0,47.89,473.0,38.0,0.793,River,Rural,Summer,15,Medium,Giardiasis
7.16,2.51,8.21,22.54,60.2,56.45,66.0,92.32,26.0,9.0,1.291,Tap,Urban,Spring,0,Low,No Disease - Water is Safe
7.6,13.66,6.23,29.51,134.35,80.21,557.0,63.95,385.0,54.0,0.969,River,Coastal,Spring,16,Medium,Typhoid
8.86,38.35,3.57,35.88,322.07,78.42,5724.0,40.11,479.0,147.0,0.101,Pond,Rural,Monsoon,50,High,Cryptosporidiosis
5.33,28.4,4.75,35.74,276.39,85.08,7235.0,31.94,738.0,200.0,0.244,Pond,Rural,Monsoon,56,High,Dysentery
6.85,8.13,8.29,23.72,3.69,68.12,109.0,70.32,30.0,28.0,1.301,Tap,Semi-Urban,Spring,2,Low,Safe for Consumption
8.95,100.38,4.19,32.68,624.86,70.13,14084.0,28.94,1713.0,233.0,0.135,Pond,Hilly,Monsoon,55,High,Cryptosporidiosis
5.4,88.55,3.27,33.94,898.06,74.69,6177.0,46.47,720.0,200.0,0.267,Well,Hilly,Monsoon,59,High,Dysentery
6.96,9.09,6.12,27.64,201.33,69.32,1335.0,57.47,598.0,50.0,1.103,Well,Rural,Summer,19,Medium,Hepatitis A
6.05,12.19,6.63,32.75,211.74,64.78,3967.0,65.87,122.0,34.0,1.026,Lake,Semi-Urban,Summer,16,Medium,Typhoid
6.56,12.16,5.27,23.78,150.59,98.64,2396.0,51.85,256.0,24.0,0.447,Lake,Coastal,Summer,19,Medium,Typhoid
7.22,1.71,9.75,18.62,34.69,45.22,50.0,84.96,106.0,7.0,1.693,Tap,Urban,Spring,2,Low,Safe for Consumption
5.91,40.05,3.45,32.9,410.54,81.41,2084.0,25.24,1583.0,165.0,0.223,Pond,Rural,Monsoon,58,High,Cryptosporidiosis
7.47,3.1,6.77,15.9,87.06,50.75,2696.0,82.51,63.0,5.0,1.432,Tap,Semi-Urban,Winter,5,Low,Safe for Consumption
7.78,13.62,6.21,29.33,151.63,70.13,2356.0,56.42,322.0,36.0,0.674,Well,Coastal,Summer,15,Medium,Hepatitis A
6.75,7.58,6.21,24.92,187.75,61.69,10487.0,54.07,363.0,47.0,0.776,River,Rural,Summer,17,Medium,Typhoid
7.03,1.56,7.82,22.13,52.76,65.73,333.0,82.97,8.0,5.0,1.753,Tap,Urban,Winter,5,Low,Safe for Consumption
7.5,2.56,8.43,17.04,23.51,48.11,427.0,93.92,187.0,15.0,1.287,Tap,Urban,Spring,1,Low,No Disease - Water is Safe
6.97,4.42,8.21,22.26,58.78,38.25,229.0,75.46,68.0,7.0,2.128,Tap,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
6.95,8.98,6.17,33.25,169.99,96.54,50.0,67.59,260.0,51.0,0.574,River,Semi-Urban,Spring,24,Medium,Diarrhea
7.26,3.38,7.81,20.89,102.12,44.86,1732.0,73.49,24.0,2.0,1.473,Lake,Semi-Urban,Spring,3,Low,Safe for Consumption
6.36,13.62,6.07,32.02,86.52,59.47,393.0,53.63,473.0,40.0,0.418,Lake,Semi-Urban,Summer,19,Medium,Diarrhea
6.24,14.6,4.38,21.5,156.93,75.81,3122.0,43.96,573.0,45.0,0.72,Well,Semi-Urban,Spring,11,Medium,Diarrhea
6.85,9.71,5.97,28.6,116.71,79.08,423.0,36.2,564.0,31.0,1.02,River,Coastal,Spring,17,Medium,Diarrhea
6.75,4.24,9.27,27.04,18.68,51.77,50.0,84.68,161.0,1.0,1.934,Lake,Urban,Winter,5,Low,No Disease - Water is Safe
6.87,0.65,7.45,22.3,8.7,63.72,524.0,76.03,95.0,11.0,1.278,Groundwater,Urban,Spring,2,Low,No Disease - Water is Safe
5.81,67.59,4.02,30.77,322.08,88.46,4508.0,20.09,1468.0,165.0,0.0,Well,Hilly,Monsoon,46,High,Cholera
7.54,3.39,7.39,29.33,83.9,57.36,4638.0,85.76,54.0,12.0,1.478,Tap,Urban,Winter,7,Low,Safe for Consumption
5.5,54.12,2.66,32.83,279.29,86.7,6733.0,23.04,1750.0,205.0,0.202,River,Hilly,Monsoon,57,High,Dysentery
6.69,5.0,6.68,15.48,188.18,63.47,70.0,75.72,108.0,20.0,1.473,Lake,Urban,Spring,4,Low,No Disease - Water is Safe
9.68,140.05,2.32,34.52,201.12,90.99,14145.0,20.08,1365.0,244.0,0.372,Pond,Hilly,Monsoon,50,High,Hepatitis E
6.94,1.38,7.8,22.66,6.47,61.11,1045.0,91.89,75.0,15.0,1.986,Tap,Urban,Spring,2,Low,No Disease - Water is Safe
5.18,28.3,3.61,30.42,177.32,91.05,1457.0,16.12,1684.0,128.0,0.086,Well,Rural,Monsoon,54,High,E. coli Infection
5.31,25.79,3.52,33.93,708.39,65.79,3417.0,52.7,1967.0,219.0,0.212,Well,Rural,Summer,49,High,Hepatitis E
7.02,0.08,9.83,27.54,37.56,59.19,79.0,75.5,204.0,19.0,1.791,Groundwater,Semi-Urban,Spring,2,Low,Safe for Consumption
8.15,148.18,3.81,31.85,624.66,65.98,1980.0,31.46,814.0,95.0,0.152,Pond,Rural,Monsoon,56,High,Cholera
6.2,6.46,5.62,33.16,156.97,80.8,4499.0,60.71,352.0,63.0,1.012,Well,Coastal,Summer,17,Medium,Typhoid
6.67,8.22,6.83,30.23,113.31,79.64,1099.0,51.1,207.0,36.0,0.73,Well,Coastal,Spring,28,Medium,Hepatitis A
7.43,2.11,7.44,21.03,3.42,44.87,329.0,74.97,79.0,14.0,1.642,Groundwater,Semi-Urban,Spring,5,Low,Safe for Consumption
6.25,14.69,6.99,30.85,205.87,73.07,856.0,41.95,385.0,34.0,0.923,Well,Semi-Urban,Spring,26,Medium,Diarrhea
